          (  75,   78) (  58,   61) (  34,   53) (  45,   67) (  57,   56) (  54,   50) (  57,   41) (  66,   62) (  63,   55) (  51,   47)
          (  53,   62) (  86,   65) (  55,   63) (  86,   64) (  63,   77) (  75,   86) (  77,   62) (  40,   75) (  60,   77) (  67,   68)
          (  59,   62) (  88,   78) (  52,   92) (  64,   70) (  83,   81) (  63,   73) (  67,   70) (  77,   84) (  51,   61) (  56,   71)
          (  87,   64) (  56,   54) (  73,   69) (  49,   56) ( 100,   72) (  55,   66) (  90,   72) (  69,   64) (  73,   60) (  62,   57)
          (  53,   53) (  81,   62) (  79,   70) (  47,   71) (  73,   52) (  88,   80) (  55,   73) (  63,   73) (  66,   54) (  61,   82)
          (  76,   71) (  40,   75) (  99,   67) (  59,   74) (  63,   46) (  82,   90) (  56,   65) (  58,   66) (  76,   74) (  68,   82)
          (  66,   59) (  70,   65) (  58,   55) (  85,   78) ( 103,   63) (  82,   82) (  34,   58) (  90,   68) (  49,   70) (  79,   78)
          (  65,   62) (  68,   79) (  76,   81) (  71,   70) (  40,   55) (  90,   84) (  76,   62) (  51,   60) (  70,   63) (  68,   65)
          (  74,   66) (  49,   64) (  86,   56) (  56,   77) (  74,   66) (  40,   69) (  96,   69) (  39,   51) (  64,   64) (  64,   69)
          (  81,   67) (  63,   52) (  75,   70) (  74,   70) (  69,   75) (  44,   55) (  61,   76) (  93,   70) (  72,   81) (  68,   60)
          (  59,   73) (  83,   71) (  69,   49) (  81,   63) (  63,   65) (  70,   79) (  50,   64) (  68,   60) (  68,   68) (  51,   42)
          (  78,   81) (  67,   57) (  85,   63) (  49,   52) (  70,   79) (  49,   69) (  73,   76) (  92,   63) (  55,   61) (  71,   65)
          (  70,   60) (  68,   70) (  64,   49) (  78,   81) (  63,   71) (  59,   63) (  68,   60) (  72,   72) (  55,   64) (  91,   73)
          (  77,   86) (  66,   57) (  58,   56) (  62,   78) (  50,   74) (  82,   69) (  67,   75) (  75,   57) (  63,   59) (  73,   74)
          (  74,   68) (  57,   71) (  75,   76) (  67,   82) (  84,   83) (  48,   79) (  71,   82) (  73,   80) (  71,   72) (  59,   72)
          (  69,   56) (  58,   66) (  87,   57) (  44,   68) (  68,   61) (  96,   66) (  54,   66) (  84,   61) (  53,   84) (  71,   61)
          (  58,   45) (  69,   57) (  80,   55) (  67,   77) (  48,   54) (  89,   61) (  63,   67) (  69,   68) (  81,   62) (  49,   67)
          (  99,   68) (  53,   65) (  68,   73) (  72,   71) (  63,   66) (  58,   69) (  82,   64) (  72,   75) (  56,   64) (  85,   72)
          (  62,   69) (  64,   67) (  91,   72) (  69,   61) (  84,   77) (  48,   72) (  57,   58) (  88,   68) (  57,   68) (  83,   71)
          (  62,   76) (  75,   61) (  45,   70) (  80,   69) (  70,   70) (  50,   56) (  90,   81) (  78,   80) (  52,   70) (  95,   78)
          (  49,   53) (  75,   66) (  62,   80) (  89,   67) (  46,   58) (  71,   70) (  61,   74) (  82,   70) (  63,   74) (  50,   78)
          (  77,   54) (  76,   66) (  80,   72) (  65,   66) (  64,   64) (  60,   76) (  86,   62) (  71,   71) (  60,   64) (  46,   72)
          (  91,   63) (  55,   72) (  64,   71) (  83,   67) (  75,   63) (  50,   60) (  64,   61) (  73,   72) (  58,   61) (  76,   71)
          (  73,   77) (  73,   59) (  68,   82) (  62,   63) (  62,   79) (  61,   60) (  59,   70) (  78,   72) (  72,   72) (  74,   74)
          (  68,   68) (  48,   64) (  92,   64) (  92,   68) (  33,   55) (  79,   70) (  62,   59) (  89,   73) (  72,   67) (  80,   78)
          (  48,   54) (  73,   62) (  51,   71) (  71,   64) (  81,   78) (  70,   73) (  54,   64) (  87,   70) (  32,   71) (  87,   70)
          (  91,   71) (  64,   73) (  63,   67) (  58,   69) (  90,   68) (  68,   78) (  59,   73) (  48,   56) (  78,   59) (  70,   69)
          (  83,   87) (  38,   61) (  67,   75) (  65,   63) (  66,   60) (  78,   80) (  57,   70) (  49,   68) (  84,   77) (  58,   61)
          (  75,   72) (  85,   77) (  58,   75) (  69,   70) (  80,   75) (  39,   61) (  69,   74) (  68,   62) (  80,   65) (  40,   53)
          (  96,   57) (  59,   80) (  56,   59) (  92,   85) (  59,   61) (  82,   77) (  55,   55) ( 102,   76) (  37,   74) (  88,   66)
          (  62,   78) (  79,   62) (  55,   51) (  70,   79) (  73,   61) (  81,   66) (  79,   84) (  50,   58) (  95,   76) (  73,   53)
          (  57,   76) (  73,   89) (  65,   61) (  69,   63) (  67,   62) (  47,   65) (  71,   73) (  76,   61) (  72,   63) (  76,   81)
          (  62,   74) (  53,   90) (  55,   76) (  93,   77) (  49,   75) (  59,   64) (  76,   61) (  56,   77) (  75,   64) (  47,   74)
          (  92,   60) (  78,   82) (  73,   60) (  64,   63) (  73,   87) (  73,   67) (  60,   77) (  75,   85) (  52,   67) (  67,   68)
          (  63,   58) (  62,   78) (  65,   54) (  77,   74) (  69,   71) (  57,   70) (  83,   67) (  55,   82) (  71,   68) (  63,   63)
          (  62,   55) (  70,   62) (  71,   57) (  68,   64) (  79,   77) (  65,   69) (  67,   73) (  58,   80) (  79,   70) (  36,   62)
          (  69,   69) (  76,   76) (  71,   80) (  77,   72) (  54,   61) (  72,   71) (  79,   72) (  51,   68) (  58,   51) (  76,   60)
          (  49,   70) (  85,   79) (  65,   74) (  67,   61) (  87,   65) (  36,   52) (  98,   81) (  33,   65) (  86,   70) (  93,   75)
          (  47,   61) (  66,   58) (  63,   71) (  93,   64) (  55,   70) (  59,   60) (  72,   75) (  64,   74) (  64,   69) (  68,   78)
          (  69,   78) (  30,   53) ( 110,   72) (  50,   75) (  78,   51) (  39,   61) (  85,   77) (  66,   73) (  59,   65) (  50,   81)
          (  88,   73) (  49,   65) (  82,   58) (  56,   59) (  99,   69) (  36,   58) (  80,   69) (  46,   65) (  78,   72) (  78,   63)
         
node   1 sent_total  47211  recv_total  46883

node   2  (   1,    0) (   0,    0) (   9,    6) (   4,    2) (  26,    6) (  69,   19) (  87,   57) (  91,   94) (  69,   76) (  83,   81)
          ( 103,   88) (  75,   87) (  83,   86) (  91,   89) ( 113,   71) (  76,   86) (  90,   83) (  79,   78) (  43,   75) ( 108,   96)
          (  71,   79) (  77,   96) (  81,   87) (  90,   88) (  83,   77) (  79,   79) ( 110,  101) (  90,   80) (  75,   77) (  71,   85)
          (  88,   97) ( 100,   84) (  77,   92) ( 105,   92) (  82,   82) (  78,   96) (  92,   74) ( 110,   84) (  65,   63) (  80,  102)
          (  71,   81) ( 101,   89) (  80,   83) (  74,   85) (  92,   87) (  82,   75) (  71,   85) ( 110,   92) (  81,   97) (  51,   96)
          ( 123,   98) (  54,   87) (  69,   86) (  55,   57) (  92,   77) (  69,   79) (  62,   96) (  82,   84) (  90,   74) (  77,   73)
          (  87,   90) (  68,   86) (  83,   80) (  66,   64) (  80,   74) (  86,   91) (  55,   70) (  75,   91) (  90,   82) (  58,   61)
          (  77,   76) (  93,   64) (  56,   79) (  90,   86) (  64,   67) (  69,   84) (  96,   89) (  51,   68) (  88,   74) (  79,   90)
          (  63,   88) ( 103,   67) (  74,   87) (  80,   77) (  76,   71) (  66,   84) ( 100,   85) (  58,   89) ( 102,   72) (  67,   75)
          (  65,   79) (  57,   81) (  75,   72) (  65,   95) (  65,   79) (  79,   83) (  94,   81) (  72,   58) (  75,   83) (  68,   77)
          (  93,   78) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   2 sent_total   7698  recv_total   7803

node   3  (   1,    0) (   0,    0) (   8,    5) (  24,   10) (  27,    5) (  36,   35) ( 107,   76) (  80,   84) ( 112,   73) (  83,   92)
          (  74,   89) (  86,   83) (  84,   70) ( 108,   79) (  79,   88) (  44,   78) ( 127,  104) (  77,   75) ( 101,   92) (  81,   85)
          (  87,   84) (  74,   79) (  93,   90) (  95,  102) (  90,   84) ( 102,   98) (  71,   79) (  67,   93) (  87,   76) (  73,   92)
          ( 104,   92) (  68,   80) ( 108,  101) (  79,   77) ( 103,   91) ( 111,   90) (  78,   92) (  73,   82) (  83,   88) (  91,   90)
          (  56,   83) ( 111,   90) (  78,   94) (  78,   76) ( 103,   96) (  71,   68) ( 114,   81) (  81,   86) (  61,   79) (  87,   81)
          (  94,   83) (  56,   81) ( 108,   84) (  61,   69) (  56,   67) (  88,   71) (  86,   59) ( 106,   95) (  55,   68) (  83,   69)
          (  89,   78) (  63,   71) (  75,   64) (  72,   74) (  82,   90) (  68,   82) (  63,   74) (  77,   89) (  95,   86) (  57,   67)
          (  87,   96) (  72,   73) (  87,   85) (  66,   84) (  51,   75) (  97,   85) (  84,   81) (  81,   76) (  65,   86) (  83,   86)
          (  63,   69) ( 106,   82) (  75,  102) (  42,   89) ( 106,   70) (  83,   84) (  66,   87) (  83,   88) (  50,   69) (  73,   74)
          ( 106,   98) (  67,   73) (  76,   86) (  89,   85) (  82,   86) (  68,   69) (  75,   79) (  56,   74) (  55,   77) (  96,   70)
          (  72,   62) (  47,   79) ( 113,   60) (  59,   42) (  73,   63) (  83,   70) (  54,   51) (  93,   59) (  60,   54) (  76,   61)
          (  42,   58) (  75,   57) (  70,   49) (  59,   61) (  77,   75) (  68,   78) (  56,   65) (  66,   73) (  73,   65) (  83,   64)
          (  62,   69) (  61,   62) (  82,   67) (  62,   65) (  53,   65) (  51,   54) (  63,   60) (  57,   64) (  65,   72) (  69,   78)
          (  53,   55) (  75,   68) (  35,   53) (  50,   78) (  52,   61) (  52,   50) (  80,   56) (  42,   63) (  48,   54) (  74,   67)
          (  70,   61) (  64,   72) (  52,   64) (  68,   64) (  59,   56) (  54,   56) (  53,   48) (  73,   49) (  70,   53) (  46,   58)
          (  45,   60) (  99,   73) (  61,   66) (  35,   62) (  64,   50) (  54,   59) (  51,   43) (  81,   83) (  51,   60) (  58,   61)
          (  68,   64) (  27,   45) (  76,   78) (  61,   54) (  61,   69) (  55,   59) (  64,   56) (  75,   47) (  45,   60) (  74,   50)
          (  49,   62) (  53,   59) (  59,   61) (  66,   45) (  63,   68) (  63,   73) (  47,   41) (  59,   57) (  55,   73) (  69,   59)
          (  67,   62) (  34,   57) (  85,   80) (  53,   55) (  45,   69) (  78,   59) (  48,   51) (  64,   64) (  63,   58) (  58,   60)
          (  61,   60) (  47,   46) (  61,   63) (  67,   66) (  34,   56) (  73,   63) (  61,   52) (  39,   57) (  61,   45) (  73,   61)
          (  61,   55) (  60,   63) (  34,   61) (  56,   63) (  90,   63) (  60,   55) (  56,   68) (  51,   62) (  65,   52) (  82,   71)
          (  49,   66) (  57,   69) (  72,   61) (  59,   57) (  67,   61) (  50,   75) (  64,   58) (  60,   67) (  59,   63) (  47,   63)
          (  74,   56) (  39,   67) (  62,   56) (  71,   77) (  47,   46) (  48,   55) (  81,   72) (  61,   68) (  73,   84) (  41,   70)
          (  66,   63) (  34,   57) (  73,   61) (  60,   64) (  59,   53) (  58,   57) (  65,   55) (  57,   62) (  55,   59) (  42,   53)
          (  53,   55) (  43,   61) (  70,   67) (  52,   44) (  56,   71) (  68,   62) (  45,   53) (  44,   57) (  61,   56) (  91,   69)
          (  37,   44) (  64,   67) (  68,   70) (  64,   55) (  60,   62) (  50,   57) (  58,   61) (  76,   52) (  48,   65) (  66,   64)
          (  59,   72) (  45,   55) (  70,   47) (  53,   61) (  68,   61) (  76,   56) (  53,   63) (  63,   52) (  71,   67) (  57,   72)
          (  55,   61) (  67,   75) (  44,   62) (  67,   60) (  59,   56) (  73,   74) (  64,   53) (  60,   59) (  40,   53) (  66,   48)
          (  60,   68) (  68,   71) (  38,   65) (  67,   38) (  67,   59) (  79,   68) (  52,   64) (  42,   56) (  69,   62) (  53,   51)
          (  69,   52) (  43,   57) (  82,   66) (  40,   53) (  64,   60) (  67,   74) (  39,   56) (  73,   57) (  68,   51) (  65,   59)
          (  46,   63) (  85,   63) (  36,   53) (  81,   81) (  70,   79) (  55,   71) (  47,   50) (  79,   75) (  63,   53) (  48,   54)
          (  84,   58) (  72,   72) (  49,   74) (  68,   71) (  73,   69) (  53,   69) (  56,   66) (  75,   59) (  76,   73) (  53,   62)
          (  61,   52) (  61,   69) (  49,   45) (  71,   65) (  69,   67) (  67,   83) (  51,   67) (  76,   89) (  78,   69) (  40,   73)
          (  81,   72) (  56,   83) (  61,   64) (  60,   62) (  67,   69) (  53,   61) (  62,   61) (  79,   69) (  56,   71) (  85,   72)
          (  62,   57) (  61,   69) (  63,   57) (  92,   86) (  50,   48) (  83,   85) (  75,   66) (  51,   53) (  87,   69) (  40,   73)
          (  72,   58) (  91,   70) (  57,   79) (  82,   81) (  38,   66) (  87,   80) (  66,   83) (  70,   70) (  70,   64) (  77,   65)
          (  56,   65) (  61,   79) (  63,   71) (  75,   72) (  73,   69) (  56,   61) (  87,   77) (  66,   58) (  53,   74) (  68,   70)
          (  53,   79) (  54,   58) (  80,   73) (  63,   63) (  87,   66) (  65,   66) (  71,   75) (  46,   55) (  79,   85) (  53,   53)
          (  83,   83) (  60,   51) (  76,   73) (  76,   82) (  74,   71) (  56,   67) (  84,   80) (  68,   72) (  74,   73) (  64,   68)
          (  73,   64) (  63,   69) (  64,   50) (  82,   82) (  53,   72) (  67,   71) (  53,   61) (  69,   69) (  51,   60) (  95,   76)
          (  49,   61) (  79,   62) (  52,   69) (  73,   52) (  73,   76) (  73,   62) (  64,   87) (  58,   74) (  90,   73) (  39,   59)
          (  73,   76) (  63,   55) (  81,   54) (  59,   57) (  91,   63) (  71,   74) (  55,   59) (  65,   56) (  69,   62) (  59,   61)
          (  67,   70) (  84,   67) (  62,   67) (  66,   72) (  81,   57) (  67,   65) (  64,   61) (  49,   62) (  78,   79) (  66,   62)
          (  75,   72) (  67,   55) (  67,   79) (  56,   77) (  92,   61) (  92,   71) (  69,   63) (  64,   75) (  30,   61) (  87,   85)
          (  70,   58) (  66,   83) (  62,   72) (  67,   79) (  79,   72) (  47,   75) (  53,   62) (  83,   66) (  87,   69) (  59,   66)
          (  49,   50) (  83,   79) (  64,   80) (  67,   61) (  37,   54) (  90,   81) (  56,   69) (  45,   71) (  73,   79) (  69,   72)
          (  76,   51) (  62,   83) (  85,   74) (  50,   76) (  48,   78) (  66,   55) (  79,   67) (  47,   58) (  87,   65) (  52,   67)
          (  39,   66) (  93,   72) (  48,   60) (  92,   63) (  65,   63) (  69,   76) (  52,   67) (  70,   85) (  62,   64) (  53,   71)
          (  69,   59) (  69,   60) (  50,   80) (  90,   66) (  45,   73) (  81,   71) (  57,   69) (  66,   56) (  98,   81) (  32,   73)
          (  81,   70) (  74,   61) (  64,   85) (  73,   68) (  81,   57) (  55,   71) (  66,   66) (  76,   64) (  80,   69) (  47,   49)
          (  73,   87) (  72,   70) (  50,   67) (  66,   58) (  74,   55) (  67,   67) (  69,   67) (  38,   59) (  81,   75) (  71,   58)
          (  72,   53) (  65,   79) (  65,   66) (  73,   56) (  64,   62) (  72,   62) (  60,   69) (  61,   62) (  77,   70) (  46,   62)
